video_id,t_start,t_end,score
4_17,1099.27,1111.5,0.0028
4_17,684.19,695.29,0.0028
4_17,963.1,969.85,0.0028
4_17,712.97,724.53,0.0026
4_17,793.98,799.77,0.0024
4_17,738.45,756.7,0.0024
4_17,699.12,704.74,0.0023
4_17,862.8,873.96,0.0023
4_17,973.32,996.43,0.0023
4_17,1059.31,1069.31,0.0022
4_17,875.87,886.62,0.0021
4_17,892.6,895.26,0.0021
4_17,780.85,787.53,0.002
4_17,713.8,716.36,0.0018
4_17,740.25,779.66,0.0017
4_17,1013.0,1054.35,0.0016
4_17,1139.77,1142.04,0.0016
4_17,636.76,638.92,0.0016
4_17,994.04,999.74,0.0015
4_17,1053.82,1056.24,0.0014
4_17,916.73,935.07,0.0014
4_17,1076.38,1079.37,0.0014
4_17,795.17,797.5,0.0014
4_17,623.24,686.27,0.0014
4_17,809.21,814.49,0.0014
4_17,935.63,938.5,0.0013
4_17,693.41,699.22,0.0013
4_17,1058.78,1061.87,0.0013
4_17,649.8,652.47,0.0013
4_17,844.49,846.99,0.0012
4_17,863.1,908.0,0.0011
4_17,1087.84,1094.1,0.0011
4_17,1124.55,1136.74,0.001
4_17,898.94,901.52,0.001
4_17,681.95,687.76,0.001
21_43,992.58,999.58,0.9988
21_43,620.29,652.26,0.9981
21_43,728.07,778.33,0.9969
21_43,930.56,974.96,0.9958
21_43,839.74,854.76,0.9957
21_43,677.75,699.97,0.9952
21_43,856.1,931.82,0.9951
21_43,1002.49,1013.52,0.995
21_43,653.58,668.62,0.9938
21_43,794.67,828.62,0.987
21_43,709.77,719.55,0.9745
21_43,973.64,1002.38,0.8822
21_43,856.02,931.85,0.1347
21_43,677.76,699.97,0.1347
21_43,1002.49,1013.52,0.1346
21_43,839.75,854.76,0.1345
21_43,930.53,974.97,0.1339
21_43,620.28,652.27,0.1326
21_43,973.67,1002.38,0.1197
21_43,1013.17,1036.62,0.0193
21_43,839.75,854.76,0.0181
21_43,620.27,652.27,0.0179
21_43,617.46,620.04,0.015
21_43,833.28,836.03,0.0146
21_43,986.22,989.1,0.0116
21_43,855.56,868.41,0.0103
21_43,1064.22,1086.39,0.0096
21_43,698.34,703.2,0.0076
21_43,1152.35,1155.12,0.0047
21_43,696.67,707.61,0.0044
21_43,958.94,964.79,0.0041
21_43,1069.14,1074.89,0.0037
21_43,759.24,762.75,0.0036
21_43,998.71,1035.84,0.0036
21_43,1142.54,1148.72,0.0035
21_43,689.23,691.88,0.0033
21_43,658.21,661.02,0.0032
21_43,828.95,831.75,0.0032
21_43,720.07,789.87,0.0031
21_43,949.08,970.99,0.0031
21_43,651.32,672.68,0.0029
21_43,1042.61,1048.46,0.0028
21_43,879.48,884.89,0.0025
21_43,648.28,650.74,0.0025
21_43,971.47,1008.59,0.0024
21_43,842.17,845.21,0.0023
21_43,808.51,814.77,0.0022
21_43,1137.0,1140.31,0.0019
21_43,636.49,647.94,0.0018
21_43,795.01,800.94,0.0018
21_43,1075.7,1088.03,0.0018
21_43,1001.75,1020.18,0.0018
21_43,992.41,998.67,0.0018
21_43,685.27,696.84,0.0018
21_43,1027.35,1030.33,0.0016
21_43,1090.39,1159.53,0.0015
21_43,977.24,983.36,0.0015
21_43,988.56,993.66,0.0015
21_43,924.25,929.95,0.0015
21_43,874.82,880.66,0.0014
21_43,963.27,968.91,0.0014
21_43,720.32,723.03,0.0014
21_43,817.9,839.06,0.0014
21_43,685.05,687.95,0.0014
21_43,814.01,816.87,0.0014
21_43,1070.5,1073.1,0.0013
21_43,1106.78,1128.06,0.0013
21_43,652.68,655.08,0.0013
21_43,630.74,633.27,0.0013
21_43,1101.85,1107.89,0.0013
21_43,863.28,868.84,0.0012
21_43,786.51,791.93,0.0012
21_43,880.72,883.57,0.0012
21_43,697.77,719.53,0.0012
21_43,614.49,617.57,0.0012
21_43,961.84,964.41,0.0012
21_43,753.11,773.81,0.0011
21_43,651.2,696.28,0.0011
21_43,772.35,778.26,0.001
2_5,948.58,1014.43,0.999
2_5,1081.16,1090.44,0.9987
2_5,666.73,692.92,0.9985
2_5,811.06,818.66,0.9983
2_5,736.77,776.43,0.9977
2_5,933.46,949.45,0.9971
2_5,703.04,734.26,0.997
2_5,616.07,655.78,0.9968
2_5,1024.61,1082.85,0.9962
2_5,827.09,873.45,0.9954
2_5,1089.65,1142.82,0.9949
2_5,778.15,811.88,0.9948
2_5,1013.63,1023.75,0.9933
2_5,873.54,891.22,0.993
2_5,655.76,668.42,0.9887
2_5,891.27,934.25,0.9859
2_5,666.77,692.85,0.1368
2_5,827.04,873.51,0.1351
2_5,948.61,1014.45,0.135
2_5,933.45,949.45,0.1346
2_5,1013.64,1023.75,0.1343
2_5,616.12,655.78,0.134
2_5,736.79,776.42,0.134
2_5,1089.52,1142.74,0.1339
2_5,655.76,668.42,0.1334
2_5,1024.64,1082.8,0.1319
2_5,906.69,929.48,0.0194
2_5,948.62,1014.53,0.0183
2_5,666.71,692.89,0.0181
2_5,1028.33,1052.65,0.0128
2_5,755.28,761.32,0.008
2_5,1034.49,1037.25,0.0079
2_5,702.19,723.51,0.0072
2_5,1056.1,1062.06,0.0054
2_5,1036.95,1039.62,0.0047
2_5,690.74,708.19,0.0043
2_5,843.43,864.54,0.0042
2_5,771.12,777.17,0.0039
2_5,709.53,712.3,0.0034
2_5,1096.76,1120.77,0.0031
2_5,871.58,889.98,0.0031
2_5,836.1,848.35,0.0031
2_5,1145.93,1148.33,0.0029
2_5,605.95,671.57,0.0029
2_5,983.79,995.21,0.0028
2_5,653.56,656.37,0.0027
2_5,713.74,735.86,0.0027
2_5,966.67,969.39,0.0027
2_5,812.07,814.66,0.0026
2_5,1149.88,1172.23,0.0025
2_5,745.18,756.81,0.0025
2_5,657.34,663.16,0.0025
2_5,779.57,819.1,0.0024
2_5,912.25,931.97,0.0024
2_5,1096.11,1098.59,0.0023
2_5,987.16,1009.77,0.0022
2_5,1157.7,1163.58,0.0022
2_5,1099.06,1111.02,0.0019
2_5,800.31,811.83,0.0019
2_5,776.98,782.48,0.0018
2_5,936.41,948.54,0.0017
2_5,617.15,628.82,0.0017
2_5,773.28,776.29,0.0017
2_5,906.84,912.86,0.0016
2_5,789.08,791.8,0.0016
2_5,1048.82,1051.63,0.0015
2_5,853.0,855.78,0.0015
2_5,717.17,719.78,0.0015
2_5,763.36,766.18,0.0013
2_5,950.55,953.34,0.0013
2_5,670.03,682.94,0.0013
2_5,658.43,661.22,0.0012
2_5,726.59,729.72,0.0012
2_5,860.5,871.53,0.0012
2_5,822.55,828.48,0.0011
2_5,956.06,979.85,0.0011
2_5,720.6,805.93,0.0011
2_5,922.33,933.48,0.001
2_5,956.93,959.77,0.001
18_3,912.06,920.77,0.9977
18_3,618.98,696.38,0.9976
18_3,795.49,820.71,0.9972
18_3,864.14,888.29,0.9969
18_3,897.18,912.1,0.9963
18_3,771.29,795.3,0.9909
18_3,705.18,768.77,0.9905
18_3,847.72,856.79,0.9904
18_3,822.12,843.86,0.9856
18_3,920.93,989.79,0.9797
18_3,990.11,991.3,0.9766
18_3,699.78,705.46,0.9604
18_3,864.11,888.28,0.1357
18_3,619.02,696.34,0.1355
18_3,912.06,920.77,0.1352
18_3,847.71,856.79,0.1342
18_3,795.51,820.71,0.134
18_3,771.29,795.31,0.1337
18_3,990.11,991.31,0.1312
18_3,864.14,888.29,0.0183
18_3,614.64,617.37,0.0157
18_3,876.08,878.45,0.014
18_3,937.15,948.74,0.0129
18_3,886.52,889.48,0.0129
18_3,995.56,1017.27,0.0128
18_3,728.72,770.42,0.0106
18_3,911.05,913.86,0.0064
18_3,1039.24,1044.82,0.0063
18_3,824.39,846.35,0.0063
18_3,886.78,897.6,0.0057
18_3,1132.36,1135.11,0.0053
18_3,698.39,708.95,0.0053
18_3,1044.52,1046.99,0.0049
18_3,852.86,906.5,0.0042
18_3,680.54,686.55,0.0042
18_3,632.39,681.25,0.0042
18_3,837.05,848.31,0.0039
18_3,990.44,995.61,0.0036
18_3,844.44,862.98,0.0036
18_3,749.82,769.87,0.0034
18_3,920.51,931.6,0.0032
18_3,621.81,631.98,0.003
18_3,948.59,954.91,0.0029
18_3,962.16,998.43,0.0028
18_3,774.62,780.95,0.0028
18_3,860.44,863.23,0.0028
18_3,1041.46,1043.93,0.0025
18_3,987.42,989.92,0.0025
18_3,1046.15,1048.7,0.0023
18_3,848.3,854.24,0.0023
18_3,748.99,751.76,0.0023
18_3,1052.07,1132.78,0.0021
18_3,994.12,1033.47,0.0021
18_3,1089.81,1095.37,0.002
18_3,820.64,831.27,0.002
18_3,635.6,641.99,0.002
18_3,612.62,616.32,0.002
18_3,968.58,971.56,0.002
18_3,1095.92,1099.03,0.0019
18_3,876.9,883.24,0.0019
18_3,1034.83,1037.43,0.0019
18_3,1018.69,1021.13,0.0017
18_3,1055.08,1065.32,0.0016
18_3,826.37,829.35,0.0016
18_3,855.61,864.45,0.0015
18_3,1117.43,1120.39,0.0015
18_3,675.61,697.58,0.0014
18_3,1068.79,1090.4,0.0014
18_3,654.6,657.21,0.0014
18_3,865.95,868.76,0.0013
18_3,731.29,734.07,0.0013
18_3,905.15,910.26,0.0013
18_3,1003.24,1006.33,0.0012
18_3,843.98,846.72,0.0012
18_3,1146.56,1149.03,0.0012
18_3,945.67,958.15,0.0011
18_3,807.83,813.41,0.0011
18_3,824.51,835.5,0.0011
18_3,1026.77,1037.92,0.0011
18_3,944.31,947.02,0.0011
18_3,699.51,704.85,0.0011
18_3,1111.79,1114.49,0.0011
18_3,873.19,876.18,0.001
18_3,977.59,989.8,0.001
18_3,995.2,1001.02,0.001
18_3,732.12,743.81,0.001
18_3,1049.79,1055.62,0.001
22_37,674.51,685.93,0.9996
22_37,897.23,908.87,0.9995
22_37,692.34,792.13,0.9992
22_37,617.84,639.74,0.9986
22_37,644.31,658.16,0.9979
22_37,824.97,834.41,0.9977
22_37,660.92,673.74,0.9963
22_37,793.12,804.36,0.9945
22_37,686.41,692.19,0.9928
22_37,812.37,824.53,0.9855
22_37,891.78,894.54,0.9836
22_37,844.94,893.15,0.9616
22_37,802.33,806.47,0.9485
22_37,717.51,731.77,0.9428
22_37,749.37,777.96,0.8475
22_37,897.24,908.86,0.1357
22_37,660.94,673.75,0.1351
22_37,617.85,639.73,0.1349
22_37,644.32,658.17,0.1345
22_37,812.38,824.54,0.1332
22_37,891.78,894.54,0.1331
22_37,793.13,804.35,0.1292
22_37,749.36,777.97,0.1142
22_37,692.31,792.11,0.0925
22_37,1121.18,1124.23,0.0246
22_37,897.24,908.86,0.0183
22_37,749.35,777.96,0.0131
22_37,798.04,803.23,0.0125
22_37,1099.22,1137.2,0.0112
22_37,910.36,923.62,0.0105
22_37,1075.63,1081.11,0.0072
22_37,854.51,857.3,0.006
22_37,645.43,648.41,0.0055
22_37,802.79,805.59,0.0054
22_37,1157.0,1159.75,0.0053
22_37,910.26,916.31,0.0052
22_37,953.43,975.92,0.0051
22_37,700.65,749.59,0.005
22_37,830.58,850.08,0.0045
22_37,901.52,907.0,0.0044
22_37,748.87,755.09,0.0042
22_37,685.61,695.59,0.0041
22_37,696.78,719.02,0.0038
22_37,1013.71,1033.6,0.0033
22_37,1130.58,1136.6,0.0032
22_37,682.01,684.63,0.003
22_37,1138.88,1143.86,0.003
22_37,1153.49,1159.04,0.0029
22_37,710.05,712.97,0.0029
22_37,935.24,959.31,0.0026
22_37,1014.96,1017.07,0.0026
22_37,973.45,984.66,0.0026
22_37,669.49,672.47,0.0024
22_37,613.15,646.91,0.0023
22_37,783.03,794.55,0.0022
22_37,847.03,853.18,0.0021
22_37,1026.85,1031.7,0.002
22_37,673.17,692.5,0.002
22_37,1081.31,1103.78,0.0019
22_37,939.55,946.14,0.0018
22_37,814.87,894.24,0.0018
22_37,1050.81,1056.7,0.0018
22_37,899.31,902.32,0.0017
22_37,1135.99,1138.19,0.0017
22_37,889.24,892.05,0.0016
22_37,620.41,633.53,0.0016
22_37,813.8,820.14,0.0015
22_37,1035.3,1038.19,0.0015
22_37,983.87,1026.72,0.0015
22_37,703.02,705.94,0.0014
22_37,1110.63,1116.47,0.0014
22_37,754.51,757.67,0.0014
22_37,837.91,841.08,0.0013
22_37,799.16,801.92,0.0013
22_37,1138.95,1224.02,0.0013
22_37,1037.6,1048.44,0.0013
22_37,907.31,909.97,0.0012
22_37,1055.01,1061.0,0.0012
22_37,644.62,665.65,0.0012
22_37,719.86,722.36,0.0011
22_37,698.46,704.98,0.0011
22_37,1040.01,1042.95,0.0011
22_37,714.84,735.21,0.0011
22_37,930.95,933.57,0.0011
22_37,776.4,778.75,0.0011
22_37,787.79,834.4,0.001
22_37,1127.3,1138.28,0.001
22_37,782.32,787.84,0.001
22_37,909.11,932.67,0.001
4_22,813.5,815.52,0.9999
4_22,777.11,785.7,0.9999
4_22,971.51,1011.08,0.9994
4_22,1068.69,1087.2,0.9989
4_22,715.22,751.28,0.9985
4_22,766.67,775.94,0.9978
4_22,790.88,801.89,0.9959
4_22,966.82,970.93,0.995
4_22,675.64,697.22,0.995
4_22,656.08,672.02,0.9946
4_22,625.73,641.67,0.9912
4_22,1058.39,1065.59,0.9875
4_22,700.34,711.1,0.9854
4_22,815.97,957.57,0.9726
4_22,1025.47,1031.12,0.9616
4_22,766.68,775.94,0.1355
4_22,656.07,672.03,0.135
4_22,625.72,641.67,0.1346
4_22,1068.69,1087.19,0.1344
4_22,790.88,801.88,0.1339
4_22,1058.38,1065.59,0.1327
4_22,966.81,970.93,0.1294
4_22,800.17,809.69,0.0214
4_22,625.72,641.67,0.018
4_22,1119.53,1129.5,0.0119
4_22,965.65,1044.66,0.0114
4_22,821.6,827.1,0.0105
4_22,734.74,738.1,0.0081
4_22,642.15,654.44,0.0068
4_22,1087.07,1106.78,0.0063
4_22,722.56,745.54,0.0061
4_22,866.01,869.45,0.0057
4_22,1107.08,1113.4,0.0055
4_22,965.41,976.75,0.0054
4_22,1064.58,1070.27,0.0053
4_22,920.39,940.72,0.0045
4_22,1006.72,1025.23,0.0044
4_22,800.0,812.35,0.0044
4_22,607.25,621.97,0.0035
4_22,1026.34,1047.46,0.0034
4_22,825.18,830.56,0.0034
4_22,899.62,919.95,0.0032
4_22,756.18,767.41,0.0031
4_22,959.25,965.17,0.003
4_22,1148.7,1158.92,0.0029
4_22,1104.41,1106.69,0.0028
4_22,1084.59,1087.31,0.0028
4_22,653.06,658.96,0.0027
4_22,850.32,856.14,0.0026
4_22,1007.28,1009.8,0.0026
4_22,685.53,688.2,0.0025
4_22,1053.13,1055.51,0.0024
4_22,1128.41,1134.85,0.0024
4_22,615.9,626.08,0.0024
4_22,738.8,741.57,0.0022
4_22,716.18,722.08,0.0021
4_22,890.54,901.86,0.002
4_22,833.25,875.67,0.002
4_22,797.74,800.24,0.002
4_22,919.71,925.57,0.0019
4_22,1015.04,1018.15,0.0019
4_22,1089.94,1102.65,0.0019
4_22,979.88,1000.03,0.0017
4_22,1110.75,1133.5,0.0017
4_22,903.4,905.68,0.0017
4_22,1059.11,1062.45,0.0016
4_22,864.55,866.81,0.0016
4_22,784.25,819.6,0.0015
4_22,906.95,919.52,0.0015
4_22,1064.37,1067.06,0.0015
4_22,999.55,1005.86,0.0014
4_22,944.14,954.2,0.0014
4_22,868.02,874.72,0.0014
4_22,813.39,815.89,0.0013
4_22,1053.27,1058.78,0.0013
4_22,1071.54,1084.37,0.0013
4_22,699.63,710.01,0.0013
4_22,761.97,781.48,0.0013
4_22,811.08,813.47,0.0012
4_22,855.48,861.42,0.0012
4_22,660.73,663.25,0.0012
4_22,1070.65,1073.29,0.0012
4_22,691.95,694.62,0.0012
4_22,790.86,796.31,0.0011
4_22,621.67,653.12,0.0011
4_22,718.38,742.37,0.0011
4_22,1023.8,1033.12,0.0011
4_22,837.14,847.93,0.0011
4_22,970.96,976.77,0.0011
4_22,1008.35,1014.19,0.0011
13_5,654.26,677.5,0.9986
13_5,927.12,961.69,0.9974
13_5,735.42,760.18,0.9968
13_5,768.34,842.15,0.9955
13_5,1214.98,1226.05,0.9943
13_5,1176.65,1192.43,0.9934
13_5,896.23,913.55,0.9933
13_5,683.54,709.84,0.9905
13_5,848.93,864.73,0.9624
13_5,968.74,1078.92,0.9569
13_5,927.14,961.62,0.1354
13_5,735.42,760.19,0.1346
13_5,1176.66,1192.44,0.1345
13_5,683.56,709.83,0.1338
13_5,1176.66,1192.43,0.0177
13_5,725.44,735.16,0.0108
13_5,965.89,988.88,0.0107
13_5,713.48,725.01,0.0105
13_5,651.48,673.57,0.0099
13_5,768.07,779.91,0.0097
13_5,785.41,797.41,0.0076
13_5,666.48,678.62,0.0071
13_5,853.97,857.08,0.006
13_5,1165.56,1170.36,0.0058
13_5,867.15,891.51,0.0057
13_5,1193.39,1195.57,0.0053
13_5,1086.97,1170.23,0.0047
13_5,1196.52,1208.41,0.0045
13_5,887.19,919.42,0.004
13_5,798.96,804.8,0.004
13_5,1219.12,1225.67,0.0037
13_5,853.13,865.15,0.0034
13_5,735.42,741.27,0.0033
13_5,1085.78,1108.55,0.0032
13_5,785.7,810.17,0.003
13_5,659.25,671.08,0.0026
13_5,1186.1,1192.35,0.0025
13_5,1158.72,1171.15,0.0024
13_5,807.7,810.59,0.0023
13_5,1076.45,1086.86,0.0023
13_5,695.5,708.4,0.0021
13_5,1225.83,1228.42,0.0021
13_5,1177.39,1183.58,0.002
13_5,816.3,838.54,0.002
13_5,938.99,962.34,0.0018
13_5,675.59,677.97,0.0018
13_5,1156.7,1159.12,0.0018
13_5,763.48,781.83,0.0016
13_5,1215.98,1219.13,0.0015
13_5,907.84,910.79,0.0015
13_5,714.42,726.44,0.0013
13_5,615.54,629.78,0.0013
13_5,798.47,810.08,0.0013
13_5,1207.24,1226.97,0.0012
13_5,627.93,645.54,0.0012
13_5,860.78,863.21,0.0011
13_5,743.65,746.56,0.0011
13_5,1178.33,1181.31,0.0011
13_5,1109.17,1134.67,0.001
13_5,1166.9,1170.0,0.001
13_5,783.25,820.67,0.001
9_45,762.16,771.01,0.999
9_45,659.45,666.16,0.998
9_45,620.03,632.64,0.9973
9_45,772.37,782.28,0.9972
9_45,633.47,658.65,0.9968
9_45,682.54,714.17,0.996
9_45,736.43,750.9,0.9952
9_45,727.57,735.62,0.9867
9_45,671.26,681.97,0.9863
9_45,715.5,727.56,0.9704
9_45,743.68,761.35,0.8406
9_45,772.37,782.28,0.1347
9_45,762.17,771.01,0.1343
9_45,659.45,666.16,0.1343
9_45,633.44,658.65,0.1341
9_45,620.02,632.63,0.1317
9_45,743.7,761.35,0.1136
9_45,736.41,750.9,0.0957
9_45,659.46,666.16,0.0181
9_45,728.08,738.77,0.0109
9_45,684.19,689.94,0.0094
9_45,611.08,617.6,0.0088
9_45,792.07,795.1,0.0051
9_45,711.49,732.32,0.0047
9_45,890.12,909.09,0.0039
9_45,841.96,844.68,0.0032
9_45,616.29,633.56,0.003
9_45,782.74,795.47,0.003
9_45,673.75,678.9,0.0026
9_45,801.24,807.05,0.0025
9_45,636.88,643.0,0.0023
9_45,916.06,918.45,0.0022
9_45,870.45,876.62,0.0022
9_45,884.15,894.18,0.002
9_45,814.43,819.94,0.0019
9_45,668.52,671.1,0.0018
9_45,905.69,917.08,0.0018
9_45,900.69,906.19,0.0018
9_45,817.92,837.16,0.0018
9_45,845.36,850.34,0.0018
9_45,867.09,891.65,0.0016
9_45,841.06,846.02,0.0014
9_45,824.84,830.72,0.0014
9_45,751.47,761.39,0.0014
9_45,662.58,737.62,0.0013
9_45,774.7,777.56,0.0012
9_45,640.42,652.7,0.0012
9_45,762.98,769.1,0.0012
9_45,862.58,867.53,0.0011
9_45,784.54,789.95,0.0011
23_17,845.65,854.52,0.9988
23_17,965.44,975.97,0.998
23_17,1036.8,1040.0,0.9978
23_17,680.97,697.04,0.9975
23_17,1155.07,1179.48,0.9967
23_17,1094.65,1151.2,0.9964
23_17,1027.54,1036.27,0.9958
23_17,698.7,741.97,0.9947
23_17,1039.73,1091.79,0.9937
23_17,980.41,1011.87,0.9913
23_17,743.71,807.86,0.9896
23_17,646.58,677.06,0.9883
23_17,856.19,910.53,0.9852
23_17,810.16,843.4,0.9827
23_17,934.36,960.98,0.9824
23_17,617.18,643.25,0.9805
23_17,912.21,931.03,0.9689
23_17,680.94,697.04,0.1353
23_17,743.58,807.88,0.1339
23_17,845.65,854.52,0.1337
23_17,646.59,677.04,0.1335
23_17,1155.09,1179.47,0.1331
23_17,698.65,741.97,0.1328
23_17,1094.69,1151.25,0.1328
23_17,1036.8,1040.0,0.1322
23_17,856.18,910.54,0.1317
23_17,1039.7,1091.83,0.1293
23_17,1013.86,1025.69,0.0193
23_17,680.96,697.03,0.0184
23_17,743.71,807.9,0.0182
23_17,646.57,677.06,0.0179
23_17,1036.8,1040.0,0.0174
23_17,690.0,692.49,0.0148
23_17,1091.2,1097.44,0.0142
23_17,806.87,818.5,0.0139
23_17,855.24,868.82,0.0121
23_17,818.14,824.13,0.012
23_17,1111.97,1114.88,0.012
23_17,838.96,842.24,0.0092
23_17,1164.9,1178.2,0.0073
23_17,966.46,976.71,0.0071
23_17,924.7,927.79,0.0069
23_17,935.94,966.96,0.0069
23_17,695.5,697.77,0.0063
23_17,1030.33,1036.78,0.0059
23_17,616.5,640.99,0.0053
23_17,699.52,711.71,0.0052
23_17,1118.06,1144.09,0.0052
23_17,749.67,756.56,0.0048
23_17,687.14,690.13,0.0048
23_17,1141.66,1144.18,0.0041
23_17,1053.48,1067.14,0.0041
23_17,1003.61,1013.77,0.0037
23_17,1012.57,1036.37,0.0037
23_17,1136.16,1142.23,0.0035
23_17,692.34,695.38,0.0035
23_17,918.67,925.04,0.0032
23_17,684.42,691.19,0.003
23_17,966.25,973.03,0.0029
23_17,673.09,675.52,0.0029
23_17,1022.74,1025.24,0.0029
23_17,1161.25,1164.01,0.0028
23_17,1122.87,1129.57,0.0028
23_17,1173.73,1228.8,0.0027
23_17,992.58,1012.54,0.0023
23_17,814.03,824.65,0.0023
23_17,932.48,935.1,0.0022
23_17,645.1,647.59,0.0021
23_17,981.44,993.5,0.0021
23_17,775.78,803.05,0.0021
23_17,613.75,614.74,0.002
23_17,800.37,802.83,0.002
23_17,709.87,733.57,0.0019
23_17,1027.81,1034.94,0.0019
23_17,634.15,644.97,0.0018
23_17,1188.54,1190.93,0.0017
23_17,919.5,932.06,0.0017
23_17,950.14,960.45,0.0016
23_17,1114.89,1117.68,0.0016
23_17,1152.38,1155.05,0.0015
23_17,905.46,907.72,0.0015
23_17,826.23,832.92,0.0015
23_17,1040.05,1047.02,0.0013
23_17,1091.1,1101.58,0.0012
23_17,738.23,741.12,0.0012
23_17,1003.95,1010.53,0.0012
23_17,612.97,615.28,0.0012
23_17,793.07,805.59,0.0012
23_17,834.57,844.37,0.0011
23_17,1067.33,1074.19,0.0011
23_17,1163.69,1165.85,0.0011
23_17,1040.19,1042.25,0.0011
23_17,1018.83,1024.93,0.0011
23_17,1137.12,1148.78,0.0011
23_17,1186.31,1188.93,0.001
20_25,1124.67,1130.68,0.9982
20_25,620.63,667.77,0.9974
20_25,853.98,863.02,0.9952
20_25,1032.48,1037.64,0.9944
20_25,686.02,742.38,0.9924
20_25,1038.43,1070.36,0.9919
20_25,1074.05,1079.57,0.9919
20_25,883.17,898.12,0.9891
20_25,1107.2,1122.79,0.9874
20_25,1131.75,1139.2,0.9865
20_25,962.85,968.15,0.986
20_25,972.24,1030.66,0.9802
20_25,902.48,959.58,0.9765
20_25,669.21,684.44,0.9731
20_25,1087.98,1107.14,0.9723
20_25,743.49,852.61,0.9702
20_25,1145.51,1164.66,0.9644
20_25,867.61,881.82,0.957
20_25,1124.67,1130.68,0.1354
20_25,620.63,667.75,0.135
20_25,1038.45,1070.35,0.1345
20_25,1032.48,1037.64,0.1345
20_25,1074.05,1079.58,0.1338
20_25,853.97,863.03,0.1337
20_25,972.32,1030.81,0.1336
20_25,883.14,898.12,0.1334
20_25,902.36,959.6,0.133
20_25,669.23,684.44,0.1308
20_25,1107.19,1122.81,0.1289
20_25,1131.75,1139.2,0.1267
20_25,684.4,697.46,0.0199
20_25,972.38,1030.66,0.0183
20_25,902.47,959.66,0.0182
20_25,669.2,684.44,0.0178
20_25,1038.42,1070.38,0.0174
20_25,807.9,849.76,0.0172
20_25,745.45,773.31,0.0152
20_25,1138.95,1140.97,0.0132
20_25,827.57,851.95,0.0093
20_25,684.35,691.37,0.0089
20_25,950.13,961.29,0.0076
20_25,670.2,676.17,0.0075
20_25,867.85,886.61,0.0072
20_25,899.69,905.08,0.0067
20_25,739.33,745.61,0.0066
20_25,901.76,924.8,0.0056
20_25,686.21,767.9,0.0056
20_25,960.95,970.65,0.0055
20_25,1072.55,1088.82,0.0052
20_25,1117.98,1124.31,0.0051
20_25,1176.2,1228.8,0.0045
20_25,1079.53,1081.95,0.0045
20_25,1074.63,1078.13,0.0035
20_25,671.57,674.5,0.0034
20_25,1139.03,1144.8,0.0034
20_25,665.74,668.49,0.0034
20_25,1147.64,1160.01,0.0027
20_25,1089.46,1107.59,0.0026
20_25,677.02,686.43,0.0026
20_25,749.4,752.51,0.0025
20_25,867.03,873.87,0.0022
20_25,1205.64,1228.14,0.0022
20_25,644.01,669.5,0.0021
20_25,1132.4,1152.92,0.002
20_25,962.0,967.32,0.002
20_25,1127.06,1130.01,0.002
20_25,907.18,910.11,0.0019
20_25,922.27,925.2,0.0019
20_25,684.91,708.6,0.0018
20_25,1079.18,1084.34,0.0018
20_25,1159.78,1162.53,0.0018
20_25,1129.62,1132.03,0.0016
20_25,694.13,696.69,0.0016
20_25,975.04,986.73,0.0016
20_25,745.52,804.33,0.0015
20_25,900.96,911.44,0.0014
20_25,1033.62,1036.72,0.0014
20_25,858.3,860.8,0.0013
20_25,1013.28,1025.74,0.0012
20_25,1038.43,1052.05,0.0012
20_25,685.83,691.57,0.0012
20_25,1134.82,1137.28,0.0011
20_25,740.28,746.45,0.0011
20_25,622.92,689.67,0.001
20_25,1170.99,1217.45,0.001
12_26,641.11,678.9,0.9966
12_26,730.1,734.35,0.9951
12_26,748.99,755.92,0.9943
12_26,709.93,716.21,0.9929
12_26,736.68,739.97,0.9912
12_26,689.13,695.28,0.9876
12_26,624.6,629.81,0.9799
12_26,634.57,639.03,0.9752
12_26,641.14,678.97,0.1352
12_26,730.1,734.35,0.1344
12_26,748.99,755.92,0.1344
12_26,709.94,716.21,0.1343
12_26,736.68,739.97,0.1309
12_26,673.7,678.87,0.0103
12_26,725.03,730.27,0.01
12_26,782.58,785.56,0.0095
12_26,795.58,819.06,0.0086
12_26,634.84,637.67,0.0072
12_26,892.13,897.61,0.0052
12_26,619.51,688.08,0.0052
12_26,688.02,698.64,0.0049
12_26,882.86,887.6,0.0047
12_26,736.04,748.46,0.0047
12_26,854.83,877.41,0.0041
12_26,638.41,643.56,0.004
12_26,754.97,760.03,0.004
12_26,705.57,710.57,0.0037
12_26,907.87,910.65,0.0037
12_26,942.96,945.91,0.0037
12_26,922.0,934.27,0.0036
12_26,649.02,671.93,0.0034
12_26,613.54,615.14,0.0032
12_26,805.59,811.49,0.0024
12_26,767.36,787.01,0.0023
12_26,940.55,962.9,0.0021
12_26,693.77,715.0,0.0021
12_26,852.36,855.3,0.002
12_26,842.1,865.04,0.0019
12_26,924.44,931.21,0.0019
12_26,735.5,741.01,0.0017
12_26,787.56,793.27,0.0017
12_26,901.92,904.98,0.0015
12_26,803.86,806.58,0.0015
12_26,759.17,764.24,0.0015
12_26,628.66,634.62,0.0014
12_26,734.28,736.79,0.0012
12_26,817.99,828.57,0.0012
12_26,745.71,788.8,0.0012
12_26,716.74,719.22,0.0011
12_26,689.39,691.85,0.0011
12_26,880.76,883.69,0.0011
12_26,744.4,746.93,0.001
