video_id,t_start,t_end,score
26_18,989.54,991.2,0.9923
26_18,729.1,741.9,0.992
26_18,1068.68,1099.55,0.9915
26_18,792.22,816.91,0.9912
26_18,1060.25,1068.5,0.9901
26_18,1048.9,1059.09,0.9859
26_18,915.97,973.08,0.9854
26_18,974.46,989.52,0.9852
26_18,770.27,789.57,0.9768
26_18,827.6,843.4,0.9704
26_18,991.38,996.63,0.9657
26_18,792.2,816.93,0.1349
26_18,729.1,741.91,0.1345
26_18,658.66,675.69,0.1342
26_18,889.1,914.08,0.1337
26_18,678.82,697.77,0.1336
26_18,614.84,658.23,0.1335
26_18,915.9,973.11,0.133
26_18,700.82,727.78,0.1325
26_18,844.61,847.45,0.1311
26_18,915.92,973.05,0.0181
26_18,889.11,914.08,0.0181
26_18,937.87,940.54,0.0087
26_18,667.61,670.22,0.0062
26_18,746.61,770.17,0.0051
26_18,913.74,918.95,0.0049
26_18,674.79,677.6,0.0049
26_18,882.17,887.98,0.0045
26_18,743.81,749.72,0.0043
26_18,977.07,988.69,0.0041
26_18,935.08,937.89,0.0041
26_18,955.07,957.42,0.004
26_18,1073.4,1085.51,0.0039
26_18,843.53,885.93,0.0038
26_18,678.58,691.25,0.0037
26_18,974.72,1050.0,0.0035
26_18,769.35,772.06,0.0034
26_18,861.2,866.85,0.0033
26_18,763.64,769.9,0.0027
26_18,918.15,940.42,0.0025
26_18,1057.34,1060.03,0.0023
26_18,915.91,918.83,0.0023
26_18,1149.3,1152.49,0.0023
26_18,615.27,626.41,0.0021
26_18,1137.88,1159.1,0.002
26_18,1110.67,1116.29,0.002
26_18,1031.34,1037.31,0.002
26_18,788.07,829.36,0.002
26_18,1070.88,1074.01,0.002
26_18,1061.61,1067.5,0.0019
26_18,838.49,845.04,0.0019
26_18,1044.45,1064.21,0.0019
26_18,1099.03,1104.7,0.0017
26_18,659.46,665.27,0.0017
26_18,962.97,974.73,0.0017
26_18,1085.13,1096.24,0.0017
26_18,1124.94,1145.29,0.0016
26_18,872.85,878.81,0.0016
26_18,1020.48,1023.35,0.0016
26_18,1059.13,1061.36,0.0016
26_18,796.79,803.36,0.0016
26_18,683.59,695.14,0.0015
26_18,743.35,754.74,0.0015
26_18,738.05,743.93,0.0014
26_18,659.87,744.76,0.0014
26_18,993.19,996.03,0.0014
26_18,1131.95,1134.67,0.0014
26_18,987.53,992.45,0.0014
26_18,800.37,812.47,0.0013
26_18,974.63,979.92,0.0013
26_18,1002.87,1008.76,0.0013
26_18,913.18,916.34,0.0013
26_18,816.29,822.32,0.0012
26_18,741.39,781.18,0.0012
26_18,953.81,959.62,0.0012
26_18,695.77,698.34,0.0011
26_18,616.23,618.87,0.0011
26_18,894.25,906.22,0.001
26_18,945.3,948.01,0.001
15_37,866.05,880.75,0.9995
15_37,754.84,776.24,0.9983
15_37,721.59,754.45,0.998
15_37,804.34,815.66,0.9968
15_37,883.28,893.4,0.9959
15_37,616.16,680.52,0.9953
15_37,896.72,910.92,0.9928
15_37,912.71,936.77,0.992
15_37,939.9,957.0,0.9908
15_37,835.49,862.97,0.9865
15_37,682.16,720.7,0.9854
15_37,823.55,826.19,0.979
15_37,936.77,939.65,0.964
15_37,817.1,818.32,0.9632
15_37,778.33,807.75,0.9583
15_37,721.62,754.41,0.1359
15_37,866.06,880.76,0.1357
15_37,883.28,893.41,0.135
15_37,754.84,776.23,0.135
15_37,835.44,862.98,0.1342
15_37,912.66,936.77,0.1339
15_37,896.72,910.93,0.133
15_37,804.35,815.66,0.1319
15_37,823.55,826.19,0.131
15_37,1118.12,1123.98,0.0319
15_37,835.48,862.97,0.018
15_37,721.56,754.44,0.0179
15_37,653.63,677.53,0.017
15_37,756.3,767.99,0.0109
15_37,906.77,909.62,0.0084
15_37,619.32,622.38,0.0059
15_37,1031.71,1034.45,0.0058
15_37,881.84,899.36,0.0051
15_37,940.79,959.57,0.0045
15_37,1156.05,1158.78,0.0042
15_37,964.23,973.62,0.0042
15_37,783.26,788.93,0.0038
15_37,901.46,904.38,0.0036
15_37,1134.8,1137.32,0.0034
15_37,887.13,940.3,0.0033
15_37,720.4,725.6,0.0033
15_37,834.36,840.05,0.0033
15_37,623.83,647.04,0.003
15_37,1134.68,1147.06,0.003
15_37,1043.87,1055.7,0.0027
15_37,822.84,828.4,0.0027
15_37,692.33,714.44,0.0026
15_37,955.03,965.98,0.0026
15_37,668.3,680.22,0.0024
15_37,878.86,883.51,0.0024
15_37,724.12,743.95,0.0023
15_37,817.32,836.35,0.0021
15_37,696.61,702.87,0.002
15_37,911.82,918.32,0.002
15_37,984.11,995.0,0.0018
15_37,896.92,899.45,0.0018
15_37,909.57,912.09,0.0018
15_37,867.76,880.07,0.0017
15_37,1159.74,1162.56,0.0016
15_37,1121.53,1127.49,0.0016
15_37,760.24,763.12,0.0016
15_37,667.45,670.18,0.0016
15_37,1066.81,1069.8,0.0015
15_37,637.99,640.95,0.0015
15_37,1047.95,1053.52,0.0015
15_37,1127.29,1129.9,0.0015
15_37,773.54,776.21,0.0014
15_37,740.76,753.0,0.0014
15_37,1151.7,1154.57,0.0014
15_37,1096.14,1099.13,0.0014
15_37,1104.68,1148.6,0.0013
15_37,903.23,909.75,0.0013
15_37,814.24,816.93,0.0013
15_37,644.74,648.08,0.0013
15_37,843.33,846.32,0.0012
15_37,996.82,1008.24,0.0012
15_37,762.38,765.21,0.0012
15_37,788.0,790.7,0.0011
15_37,693.36,699.93,0.0011
15_37,1025.16,1047.45,0.001
15_37,1064.65,1086.77,0.001
15_37,1114.86,1117.65,0.001
15_37,700.2,712.37,0.001
15_37,852.66,858.48,0.001
15_37,1103.63,1115.41,0.001
17_20,829.39,847.19,0.9996
17_20,852.08,874.36,0.9968
17_20,780.03,792.75,0.9947
17_20,695.03,763.39,0.9934
17_20,947.05,984.93,0.9928
17_20,769.33,777.0,0.9914
17_20,930.02,941.28,0.9904
17_20,811.56,825.21,0.9881
17_20,614.42,695.05,0.9861
17_20,798.54,810.67,0.9853
17_20,884.29,925.37,0.9853
17_20,780.06,792.75,0.1354
17_20,769.32,777.01,0.1349
17_20,829.38,847.19,0.1347
17_20,930.02,941.28,0.1344
17_20,614.31,694.94,0.1333
17_20,798.54,810.69,0.1328
17_20,852.07,874.35,0.1322
17_20,811.56,825.22,0.1312
17_20,1063.03,1073.96,0.0276
17_20,780.04,792.75,0.0184
17_20,769.33,777.0,0.0181
17_20,831.82,834.31,0.0143
17_20,1080.54,1103.51,0.0113
17_20,838.26,841.74,0.0103
17_20,1028.62,1040.75,0.0097
17_20,819.27,822.36,0.0084
17_20,1009.58,1029.51,0.0072
17_20,856.21,861.92,0.0069
17_20,1070.11,1080.72,0.0068
17_20,695.43,740.8,0.0061
17_20,924.8,945.29,0.006
17_20,620.41,632.95,0.0057
17_20,730.35,733.27,0.0057
17_20,1128.57,1149.11,0.0054
17_20,689.64,700.85,0.005
17_20,948.9,951.95,0.0046
17_20,1023.0,1025.75,0.0038
17_20,796.08,824.67,0.0037
17_20,932.96,935.88,0.0035
17_20,1048.55,1054.63,0.0033
17_20,958.09,964.14,0.0031
17_20,848.41,850.97,0.0031
17_20,713.68,716.6,0.003
17_20,818.58,823.87,0.0027
17_20,912.8,915.51,0.0024
17_20,703.08,709.24,0.0022
17_20,811.88,829.48,0.0021
17_20,1026.38,1032.57,0.0021
17_20,725.06,727.92,0.002
17_20,1038.33,1080.5,0.0019
17_20,851.1,883.8,0.0018
17_20,689.41,695.11,0.0018
17_20,701.58,747.53,0.0017
17_20,819.36,853.13,0.0017
17_20,776.27,781.21,0.0017
17_20,830.98,834.07,0.0017
17_20,627.34,652.06,0.0017
17_20,715.26,720.35,0.0016
17_20,728.02,730.28,0.0016
17_20,709.16,711.66,0.0016
17_20,947.68,959.46,0.0016
17_20,900.31,913.11,0.0015
17_20,882.9,885.53,0.0014
17_20,676.57,679.09,0.0014
17_20,1147.02,1157.69,0.0013
17_20,915.31,917.92,0.0013
17_20,727.64,739.97,0.0013
17_20,641.41,647.11,0.0012
17_20,769.76,775.09,0.0012
17_20,985.57,988.78,0.0012
17_20,739.44,750.23,0.0012
17_20,1079.86,1120.72,0.0011
17_20,722.34,725.19,0.0011
17_20,889.95,895.75,0.0011
17_20,917.8,929.72,0.0011
17_20,756.68,779.08,0.001
17_20,1137.03,1140.13,0.001
12_16,668.4,689.86,0.9999
12_16,694.32,711.68,0.9989
12_16,736.63,752.84,0.9984
12_16,629.46,654.18,0.9982
12_16,656.86,665.39,0.9973
12_16,624.03,629.24,0.9961
12_16,615.75,623.81,0.9954
12_16,756.91,789.48,0.9916
12_16,720.13,732.55,0.985
12_16,736.62,752.85,0.1354
12_16,624.03,629.24,0.1349
12_16,615.74,623.81,0.1345
12_16,756.88,789.46,0.1341
12_16,629.45,654.18,0.1338
12_16,720.13,732.56,0.1327
12_16,736.63,752.84,0.0184
12_16,615.75,623.81,0.0178
12_16,696.3,702.67,0.0149
12_16,1010.44,1016.32,0.0138
12_16,629.02,631.13,0.0083
12_16,710.46,733.92,0.008
12_16,832.5,843.62,0.0076
12_16,847.64,859.21,0.0074
12_16,965.92,987.63,0.0072
12_16,937.84,943.75,0.0065
12_16,1007.31,1009.7,0.0059
12_16,733.38,738.55,0.0047
12_16,752.96,765.57,0.0046
12_16,812.61,815.24,0.0044
12_16,839.85,850.63,0.0044
12_16,1021.55,1024.3,0.0043
12_16,1016.13,1019.22,0.004
12_16,728.85,731.79,0.004
12_16,977.69,989.3,0.0037
12_16,709.05,720.94,0.0037
12_16,619.36,623.63,0.0036
12_16,896.5,898.77,0.0034
12_16,650.11,652.18,0.0034
12_16,603.78,618.91,0.0034
12_16,641.59,644.69,0.0033
12_16,660.31,662.56,0.0031
12_16,966.08,971.36,0.003
12_16,911.07,917.0,0.0028
12_16,958.26,960.84,0.0025
12_16,888.36,894.84,0.0025
12_16,985.78,988.63,0.0023
12_16,797.96,801.05,0.0021
12_16,652.34,655.45,0.0021
12_16,1004.45,1009.92,0.0021
12_16,745.0,750.92,0.0021
12_16,793.35,796.14,0.002
12_16,1019.12,1039.83,0.002
12_16,887.83,890.58,0.002
12_16,658.14,664.41,0.0018
12_16,1016.6,1022.61,0.0018
12_16,797.83,810.73,0.0016
12_16,655.48,658.72,0.0016
12_16,823.64,826.42,0.0015
12_16,999.58,1005.49,0.0015
12_16,623.47,634.21,0.0015
12_16,992.12,998.46,0.0015
12_16,820.61,823.31,0.0014
12_16,915.75,935.91,0.0014
12_16,708.41,711.45,0.0013
12_16,808.94,814.78,0.0013
12_16,663.16,700.57,0.0013
12_16,618.13,621.43,0.0012
12_16,826.29,829.27,0.0012
12_16,628.47,665.83,0.0012
12_16,631.51,637.88,0.0011
12_16,1023.5,1026.42,0.001
4_5,620.61,633.79,0.9988
4_5,731.58,737.78,0.9979
4_5,903.47,947.28,0.9976
4_5,753.69,756.42,0.9971
4_5,725.95,730.03,0.9958
4_5,664.44,683.47,0.9956
4_5,898.04,901.53,0.9932
4_5,948.09,954.3,0.9903
4_5,757.42,888.42,0.9889
4_5,642.73,650.49,0.9882
4_5,705.98,716.05,0.988
4_5,688.12,703.24,0.9879
4_5,959.35,970.61,0.9834
4_5,741.28,745.93,0.9809
4_5,892.22,897.26,0.9706
4_5,903.54,947.29,0.1345
4_5,725.95,730.03,0.1338
4_5,898.03,901.53,0.1328
4_5,959.35,970.6,0.1301
4_5,731.58,737.79,0.1298
4_5,1079.96,1083.08,0.0217
4_5,720.15,726.38,0.0197
4_5,725.95,730.03,0.018
4_5,898.04,901.53,0.0179
4_5,971.11,976.72,0.0146
4_5,820.16,867.63,0.0143
4_5,761.69,767.74,0.0129
4_5,828.16,833.67,0.012
4_5,930.95,933.59,0.0117
4_5,865.07,875.86,0.0105
4_5,1064.22,1101.2,0.01
4_5,1082.51,1085.18,0.0093
4_5,902.58,908.16,0.009
4_5,941.65,960.87,0.0081
4_5,669.62,711.58,0.0081
4_5,1050.41,1052.9,0.0079
4_5,786.87,808.85,0.007
4_5,939.96,942.85,0.0069
4_5,751.03,754.07,0.0065
4_5,889.58,969.91,0.006
4_5,912.56,915.34,0.0058
4_5,1119.2,1121.74,0.0057
4_5,879.99,891.24,0.0056
4_5,1018.43,1023.45,0.0055
4_5,1005.99,1016.64,0.0051
4_5,707.47,713.47,0.0049
4_5,1059.05,1070.12,0.0047
4_5,634.74,637.68,0.0046
4_5,735.62,738.27,0.0044
4_5,807.61,830.76,0.0043
4_5,853.42,859.76,0.004
4_5,762.46,765.17,0.0039
4_5,1138.57,1144.17,0.0034
4_5,644.12,656.94,0.0034
4_5,744.98,757.22,0.0034
4_5,942.53,947.76,0.0033
4_5,1006.05,1009.09,0.0031
4_5,1047.93,1059.83,0.0031
4_5,846.71,868.33,0.003
4_5,631.33,633.85,0.0029
4_5,1035.57,1046.79,0.0029
4_5,821.23,824.35,0.0029
4_5,1057.07,1063.43,0.0028
4_5,678.87,684.39,0.0027
4_5,1122.28,1124.96,0.0027
4_5,657.41,663.41,0.0027
4_5,1105.6,1110.62,0.0026
4_5,1126.66,1132.35,0.0025
4_5,885.18,890.31,0.0025
4_5,788.36,794.39,0.0023
4_5,707.93,710.92,0.0021
4_5,919.86,925.59,0.0021
4_5,738.73,741.57,0.0021
4_5,714.82,736.19,0.0019
4_5,634.21,639.58,0.0019
4_5,890.45,892.89,0.0018
4_5,1153.39,1156.24,0.0018
4_5,875.83,881.77,0.0018
4_5,1000.82,1003.63,0.0017
4_5,614.2,623.35,0.0017
4_5,891.37,897.02,0.0016
4_5,1156.95,1159.73,0.0016
4_5,1096.38,1108.93,0.0016
4_5,700.56,706.77,0.0016
4_5,1087.34,1097.28,0.0016
4_5,1072.58,1075.75,0.0016
4_5,1134.33,1139.65,0.0016
4_5,1027.8,1032.85,0.0016
4_5,680.17,682.9,0.0015
4_5,919.26,941.3,0.0014
4_5,1015.06,1017.9,0.0014
4_5,910.67,913.32,0.0014
4_5,1154.74,1176.76,0.0014
4_5,979.22,1001.04,0.0014
4_5,748.54,751.32,0.0014
4_5,714.07,716.7,0.0014
4_5,902.61,905.43,0.0014
4_5,1092.61,1095.08,0.0014
4_5,765.67,787.65,0.0013
4_5,818.89,821.66,0.0012
4_5,725.59,738.67,0.0012
4_5,746.43,749.03,0.0012
4_5,901.34,903.67,0.0012
4_5,929.4,935.35,0.0011
4_5,1091.38,1163.51,0.0011
4_5,783.74,786.28,0.0011
4_5,641.99,663.85,0.0011
4_5,814.06,816.85,0.001
4_5,1061.03,1071.73,0.001
26_29,952.79,988.02,0.9998
26_29,802.22,919.84,0.9983
26_29,635.52,661.25,0.9949
26_29,680.97,691.62,0.9944
26_29,713.9,741.71,0.9938
26_29,661.43,678.17,0.9938
26_29,614.72,635.03,0.9926
26_29,790.42,799.24,0.9918
26_29,780.91,788.11,0.9909
26_29,921.23,927.25,0.9868
26_29,927.65,943.95,0.9856
26_29,988.05,996.04,0.9845
26_29,764.22,779.75,0.9792
26_29,944.88,949.98,0.9734
26_29,702.29,710.42,0.9677
26_29,981.71,985.65,0.966
26_29,789.03,789.89,0.965
26_29,743.89,758.73,0.9612
26_29,694.41,700.21,0.9566
26_29,614.73,635.04,0.1348
26_29,790.42,799.24,0.1347
26_29,802.32,919.81,0.1344
26_29,713.91,741.71,0.134
26_29,927.65,943.95,0.1333
26_29,780.92,788.1,0.1324
26_29,921.23,927.25,0.1299
26_29,786.47,789.03,0.0082
26_29,966.33,986.19,0.0078
26_29,981.26,983.64,0.007
26_29,943.06,960.97,0.006
26_29,758.51,779.28,0.0057
26_29,1107.23,1119.04,0.0048
26_29,912.48,922.95,0.0044
26_29,788.86,791.91,0.004
26_29,1084.82,1095.03,0.0038
26_29,754.16,757.36,0.0036
26_29,900.31,906.65,0.0032
26_29,739.12,742.31,0.0031
26_29,700.92,704.05,0.0031
26_29,685.67,688.41,0.0031
26_29,1141.8,1153.97,0.003
26_29,802.98,809.38,0.0029
26_29,849.18,855.41,0.0028
26_29,666.7,670.01,0.0028
26_29,1074.21,1085.29,0.0028
26_29,956.23,968.03,0.0027
26_29,922.02,924.55,0.0025
26_29,748.81,787.31,0.0024
26_29,1041.05,1044.17,0.0024
26_29,731.12,733.4,0.0023
26_29,986.29,1065.25,0.0022
26_29,676.68,695.49,0.0021
26_29,951.82,957.51,0.002
26_29,1116.72,1127.76,0.002
26_29,934.14,1008.09,0.0019
26_29,1064.64,1070.64,0.0017
26_29,1128.59,1134.69,0.0017
26_29,791.8,797.87,0.0016
26_29,870.93,882.56,0.0016
26_29,668.07,670.69,0.0016
26_29,1082.4,1085.03,0.0016
26_29,977.53,980.82,0.0015
26_29,694.74,697.39,0.0015
26_29,775.75,778.56,0.0015
26_29,1108.16,1114.78,0.0015
26_29,682.15,685.29,0.0015
26_29,1008.53,1013.95,0.0015
26_29,852.37,855.26,0.0014
26_29,650.7,653.84,0.0013
26_29,910.73,928.82,0.0013
26_29,1002.85,1005.59,0.0013
26_29,1073.76,1094.99,0.0013
26_29,930.44,936.62,0.0013
26_29,1096.89,1102.57,0.0012
26_29,623.39,634.85,0.0012
26_29,1031.69,1034.32,0.0011
26_29,760.29,762.96,0.0011
26_29,860.44,865.82,0.001
26_29,587.0,635.65,0.001
26_29,997.72,1003.32,0.001
26_29,808.19,811.04,0.001
26_29,855.32,857.97,0.001
7_2,1041.2,1050.58,0.9992
7_2,616.18,661.52,0.9982
7_2,1030.46,1041.07,0.9976
7_2,710.43,928.6,0.9959
7_2,950.04,973.57,0.9949
7_2,663.04,706.35,0.9895
7_2,1105.31,1132.15,0.9788
7_2,1054.95,1098.15,0.9762
7_2,930.98,946.56,0.9728
7_2,1011.34,1029.35,0.9562
7_2,974.42,1006.46,0.9522
7_2,1030.46,1041.07,0.1352
7_2,950.04,973.59,0.1347
7_2,771.55,781.78,0.0159
7_2,721.0,723.29,0.0101
7_2,953.92,959.27,0.0071
7_2,620.39,633.72,0.007
7_2,890.95,896.8,0.0069
7_2,1022.45,1025.64,0.0068
7_2,739.75,869.75,0.0058
7_2,1131.37,1156.23,0.0055
7_2,776.7,779.63,0.0045
7_2,719.58,724.61,0.0044
7_2,802.4,805.19,0.0043
7_2,1064.08,1086.66,0.0041
7_2,768.87,814.49,0.0031
7_2,677.52,683.58,0.0029
7_2,970.55,1012.64,0.0028
7_2,1008.17,1011.24,0.0027
7_2,986.23,989.25,0.0027
7_2,620.41,623.24,0.0026
7_2,1125.62,1128.32,0.0025
7_2,625.33,628.21,0.0023
7_2,918.95,941.36,0.0023
7_2,1103.75,1148.34,0.0022
7_2,1025.2,1042.45,0.002
7_2,633.93,639.69,0.0019
7_2,767.15,785.98,0.0019
7_2,639.12,645.02,0.0018
7_2,613.5,615.18,0.0018
7_2,724.32,744.14,0.0018
7_2,674.02,699.43,0.0017
7_2,955.58,968.82,0.0017
7_2,1141.34,1147.41,0.0017
7_2,894.27,900.14,0.0016
7_2,898.58,981.85,0.0015
7_2,816.15,818.97,0.0015
7_2,916.4,922.28,0.0013
7_2,1042.84,1045.62,0.0012
7_2,1107.03,1119.73,0.0012
7_2,621.98,628.4,0.0012
7_2,860.11,871.61,0.0012
7_2,693.49,699.49,0.0011
7_2,662.76,668.62,0.0011
7_2,724.21,727.43,0.0011
7_2,934.38,940.3,0.001
7_2,875.91,881.95,0.001
7_2,698.76,704.75,0.001
12_6,705.67,723.82,0.9986
12_6,640.67,645.89,0.9972
12_6,760.43,773.15,0.9969
12_6,775.75,788.74,0.9963
12_6,798.93,811.73,0.9934
12_6,731.9,754.97,0.9934
12_6,620.21,640.1,0.9921
12_6,649.53,701.73,0.9802
12_6,791.7,815.17,0.547
12_6,775.76,788.74,0.1343
12_6,760.44,773.14,0.1341
12_6,620.22,640.11,0.134
12_6,705.66,723.82,0.1318
12_6,649.49,701.77,0.1302
12_6,791.7,815.17,0.0739
12_6,798.94,811.73,0.0404
12_6,964.68,970.22,0.02
12_6,775.77,788.73,0.0177
12_6,734.13,740.17,0.012
12_6,827.84,830.67,0.0109
12_6,857.44,864.09,0.0097
12_6,801.51,804.07,0.008
12_6,1003.12,1005.14,0.0072
12_6,737.39,739.88,0.0063
12_6,748.86,751.85,0.0058
12_6,889.15,892.23,0.0045
12_6,860.38,872.31,0.0044
12_6,973.52,976.54,0.0038
12_6,875.77,886.53,0.0037
12_6,820.15,831.49,0.0037
12_6,900.59,912.88,0.0036
12_6,651.04,653.69,0.0035
12_6,621.84,633.23,0.0034
12_6,756.0,774.62,0.0033
12_6,979.78,1000.85,0.0031
12_6,997.47,1008.59,0.003
12_6,705.94,710.93,0.003
12_6,645.52,650.15,0.0029
12_6,848.28,853.9,0.0028
12_6,975.05,981.25,0.0028
12_6,873.41,875.73,0.0028
12_6,883.96,925.64,0.0028
12_6,841.72,844.58,0.0024
12_6,811.9,814.53,0.0023
12_6,617.75,620.75,0.0021
12_6,710.45,716.57,0.002
12_6,724.95,728.01,0.0019
12_6,734.56,756.8,0.0019
12_6,953.71,956.5,0.0019
12_6,1005.94,1017.14,0.0018
12_6,887.07,889.99,0.0017
12_6,693.64,699.31,0.0016
12_6,591.28,631.55,0.0015
12_6,901.75,904.22,0.0015
12_6,907.87,910.65,0.0015
12_6,630.74,633.25,0.0014
12_6,844.1,846.74,0.0014
12_6,734.59,737.57,0.0014
12_6,968.18,973.67,0.0013
12_6,689.86,692.36,0.0013
12_6,657.98,703.2,0.0012
12_6,608.92,617.3,0.0012
12_6,878.62,881.28,0.0011
12_6,702.54,747.56,0.0011
12_6,816.48,838.3,0.0011
12_6,707.29,713.47,0.001
18_3,795.49,820.72,0.9982
18_3,864.15,888.29,0.9979
18_3,912.05,920.77,0.9975
18_3,619.09,696.33,0.9969
18_3,771.32,795.29,0.9959
18_3,822.13,843.87,0.9933
18_3,699.78,705.46,0.9933
18_3,847.71,856.79,0.9932
18_3,897.17,912.09,0.9822
18_3,990.11,991.3,0.9791
18_3,920.78,990.07,0.9737
18_3,705.08,768.86,0.9698
18_3,864.15,888.3,0.1351
18_3,619.05,696.36,0.1351
18_3,912.05,920.77,0.1344
18_3,771.31,795.3,0.1343
18_3,847.71,856.79,0.1341
18_3,990.11,991.3,0.1308
18_3,795.49,820.7,0.1273
18_3,822.67,828.61,0.0247
18_3,717.8,724.2,0.0244
18_3,977.41,989.9,0.0196
18_3,864.18,888.25,0.0179
18_3,1109.54,1112.28,0.0158
18_3,951.81,964.05,0.0141
18_3,713.32,716.12,0.0077
18_3,820.38,823.18,0.0075
18_3,793.33,840.5,0.0068
18_3,1136.1,1225.43,0.0063
18_3,1076.14,1120.28,0.0058
18_3,812.66,815.3,0.0056
18_3,679.77,682.52,0.0054
18_3,864.42,876.92,0.005
18_3,992.22,997.91,0.0049
18_3,757.53,763.4,0.0049
18_3,763.18,766.41,0.0048
18_3,662.92,668.54,0.0048
18_3,793.22,803.3,0.0044
18_3,621.09,632.71,0.0043
18_3,1060.5,1066.14,0.0043
18_3,1042.14,1053.2,0.0042
18_3,884.71,890.18,0.0035
18_3,727.8,730.46,0.0028
18_3,788.75,794.55,0.0023
18_3,1153.53,1177.24,0.0023
18_3,936.19,939.02,0.0023
18_3,823.91,835.98,0.0022
18_3,1001.79,1021.03,0.0022
18_3,975.37,978.8,0.0021
18_3,776.13,779.12,0.002
18_3,707.32,710.2,0.0019
18_3,834.66,839.93,0.0019
18_3,894.59,913.65,0.0018
18_3,779.42,825.74,0.0018
18_3,920.82,926.44,0.0018
18_3,1150.22,1155.61,0.0018
18_3,861.08,863.64,0.0018
18_3,849.23,855.18,0.0018
18_3,911.48,917.39,0.0017
18_3,746.41,749.02,0.0014
18_3,764.8,770.71,0.0014
18_3,915.99,918.45,0.0014
18_3,939.55,946.1,0.0014
18_3,865.88,872.36,0.0014
18_3,728.39,770.65,0.0013
18_3,1096.57,1102.52,0.0013
18_3,886.03,897.58,0.0013
18_3,842.37,847.06,0.0012
18_3,748.18,753.52,0.0012
18_3,990.54,995.64,0.0012
18_3,844.31,862.42,0.0011
18_3,702.15,707.96,0.0011
18_3,1100.19,1137.4,0.0011
18_3,1041.88,1044.33,0.0011
18_3,668.2,673.26,0.0011
18_3,1137.46,1158.82,0.001
16_40,684.97,738.16,0.9991
16_40,844.23,888.53,0.9988
16_40,616.53,683.96,0.998
16_40,1048.27,1135.53,0.9978
16_40,987.0,999.88,0.9966
16_40,1138.26,1159.53,0.994
16_40,954.61,975.91,0.9932
16_40,1011.85,1042.44,0.9903
16_40,999.88,1009.64,0.9883
16_40,772.6,840.95,0.9808
16_40,893.93,951.06,0.9779
16_40,740.39,772.73,0.9679
16_40,1165.34,1225.23,0.9612
16_40,1225.73,1228.8,0.9485
16_40,684.9,738.14,0.1349
16_40,844.18,888.51,0.1339
16_40,1011.84,1042.46,0.1338
16_40,987.01,999.88,0.1322
16_40,740.4,772.78,0.1317
16_40,685.0,738.14,0.0184
16_40,1011.85,1042.46,0.018
16_40,1197.45,1200.01,0.015
16_40,725.65,738.35,0.0141
16_40,988.73,995.3,0.0079
16_40,1078.56,1138.87,0.0077
16_40,615.83,638.29,0.0053
16_40,779.76,821.64,0.0051
16_40,1011.45,1024.27,0.0046
16_40,676.67,682.51,0.0042
16_40,1067.51,1091.01,0.0042
16_40,1200.48,1214.72,0.004
16_40,1132.01,1134.7,0.0039
16_40,1000.77,1010.52,0.0038
16_40,713.25,738.16,0.0038
16_40,1109.76,1135.21,0.0037
16_40,1167.37,1179.76,0.0034
16_40,955.53,977.84,0.0029
16_40,887.94,893.5,0.0029
16_40,870.08,882.24,0.0028
16_40,694.19,706.0,0.0027
16_40,893.5,906.1,0.0027
16_40,845.32,869.51,0.0025
16_40,993.08,999.37,0.0025
16_40,1048.81,1051.52,0.0024
16_40,1000.13,1003.18,0.0024
16_40,982.88,986.03,0.0023
16_40,765.07,767.81,0.0023
16_40,688.17,694.23,0.0023
16_40,816.4,839.66,0.0023
16_40,772.34,784.11,0.002
16_40,641.1,684.81,0.002
16_40,986.57,1009.35,0.0019
16_40,1160.86,1228.8,0.0018
16_40,883.99,889.03,0.0016
16_40,839.44,841.71,0.0016
16_40,784.06,790.43,0.0014
16_40,619.08,630.5,0.0014
16_40,961.53,975.49,0.0013
16_40,974.53,984.09,0.0013
16_40,896.27,967.58,0.0012
16_40,1138.94,1162.98,0.0012
16_40,617.69,663.84,0.001
12_15,766.0,774.82,0.9987
12_15,736.59,743.01,0.9977
12_15,643.8,680.44,0.9976
12_15,722.15,730.71,0.996
12_15,631.51,636.86,0.9956
12_15,794.61,802.36,0.9935
12_15,753.17,759.85,0.9923
12_15,695.96,709.04,0.9909
12_15,624.02,628.3,0.9855
12_15,643.86,680.45,0.1353
12_15,722.15,730.71,0.135
12_15,753.17,759.85,0.1333
12_15,736.59,743.01,0.1314
12_15,695.94,709.04,0.1296
12_15,631.51,636.86,0.1286
12_15,627.75,633.11,0.0159
12_15,709.41,721.1,0.0113
12_15,1021.93,1042.25,0.0112
12_15,743.09,753.62,0.0101
12_15,732.88,744.12,0.0096
12_15,641.37,647.4,0.0091
12_15,786.57,795.13,0.0083
12_15,966.5,972.4,0.0077
12_15,746.6,749.77,0.0074
12_15,624.36,626.95,0.0046
12_15,1054.45,1065.71,0.0041
12_15,628.83,631.8,0.0036
12_15,821.04,826.32,0.0035
12_15,1061.16,1063.6,0.0035
12_15,646.68,669.24,0.0034
12_15,671.12,676.78,0.0034
12_15,1029.51,1040.06,0.0034
12_15,931.66,953.77,0.0033
12_15,642.64,645.67,0.003
12_15,724.49,727.32,0.003
12_15,947.73,959.82,0.0029
12_15,617.42,638.49,0.0029
12_15,904.98,907.96,0.0028
12_15,979.47,982.14,0.0024
12_15,847.43,931.27,0.0024
12_15,1063.8,1074.41,0.0024
12_15,776.17,795.25,0.0023
12_15,856.61,859.55,0.0021
